site,treatment,date,plot_id,flux,replicate,f_quality_flag,f_fluxid,f_slope_corr,f_temp_air_ave,f_atm_pressure_ave,f_datetime,f_flux,f_model
ACJ,C,2019-07-12,4,Reco,1,ok,364,0.01178032419092613,22.65869565217389,0.666560845201884,2019-07-12T10:25:48Z,0.4935578167421067,exp_zhao18
ACJ,C,2019-07-12,5,NEE,1,zero,365,0,23.062615384615356,0.6664191991532307,2019-07-12T10:34:59Z,0,exp_zhao18
ACJ,C,2019-07-12,5,Reco,1,ok,366,0.022393482576808017,23.254696969696965,0.6663765935133332,2019-07-12T10:41:59Z,0.9360697731215227,exp_zhao18
ACJ,C,2019-07-12,3,NEE,1,ok,367,-0.1952290996984566,23.372121212121215,0.666581454865,2019-07-12T10:51:18Z,-8.160046053946033,exp_zhao18
ACJ,C,2019-07-12,3,NEE,2,ok,368,-0.1817552787505597,23.395142857142844,0.6664819935038571,2019-07-12T10:56:06Z,-7.595153720450264,exp_zhao18
ACJ,C,2019-07-12,3,NEE,3,ok,369,-0.1593875991313074,23.40283582089552,0.6665017109267164,2019-07-12T10:59:19Z,-6.660481797790551,exp_zhao18
ACJ,C,2019-07-12,3,NEE,4,ok,370,-0.049822739873249595,23.407428571428568,0.666508781422,2019-07-12T11:02:51Z,-2.0819802474735383,exp_zhao18
ACJ,C,2019-07-12,3,Reco,1,ok,371,-0.02452819645619306,23.402571428571434,0.6664340572292856,2019-07-12T11:06:38Z,-1.0248800384550738,exp_zhao18
WAY,C,2019-07-13,1,NEE,1,ok,372,-0.34249442011535147,18.55967741935484,0.6986477795053225,2019-07-13T09:15:11Z,-15.251511135875429,exp_zhao18
WAY,C,2019-07-13,1,NEE,2,ok,373,-0.23784166590064804,19.223285714285737,0.698603527138,2019-07-13T09:18:28Z,-10.566543697552113,exp_zhao18
WAY,C,2019-07-13,1,NEE,3,zero,374,0,19.93230769230769,0.6985989721073845,2019-07-13T09:21:53Z,0,exp_zhao18
WAY,C,2019-07-13,1,NEE,4,zero,375,0,21.614142857142838,0.6985414919591428,2019-07-13T09:30:14Z,0,exp_zhao18
WAY,C,2019-07-13,1,Reco,1,ok,376,0.08206442426896801,22.457857142857165,0.6985485414112856,2019-07-13T09:34:25Z,3.60568242975248,exp_zhao18
WAY,C,2019-07-13,2,NEE,1,ok,377,-0.2938257310068104,23.717424242424272,0.6983873012149999,2019-07-13T09:41:28Z,-12.852142867501222,exp_zhao18
WAY,C,2019-07-13,2,NEE,2,ok,378,-0.1257457752751593,24.302714285714274,0.6983398776278571,2019-07-13T09:44:28Z,-5.489012739349407,exp_zhao18
WAY,C,2019-07-13,2,NEE,3,ok,379,-0.1807585688628816,24.901857142857125,0.6983004006958571,2019-07-13T09:47:36Z,-7.874106471259488,exp_zhao18
WAY,C,2019-07-13,2,NEE,4,zero,380,0,25.481093750000014,0.6982837023060937,2019-07-13T09:50:32Z,0,exp_zhao18
WAY,C,2019-07-13,2,Reco,1,ok,381,0.012254941038370548,26.234328358208927,0.6982762221271641,2019-07-13T09:54:22Z,0.531448696827422,exp_zhao18
WAY,C,2019-07-13,3,NEE,1,ok,382,-0.29964546395414726,27.480615384615362,0.6981298039539999,2019-07-13T10:01:32Z,-12.937864859958806,exp_zhao18
WAY,C,2019-07-13,3,NEE,2,ok,383,-0.24428250821848485,28.0282608695652,0.6981552637144928,2019-07-13T10:04:43Z,-10.52865016860413,exp_zhao18
WAY,C,2019-07-13,3,NEE,3,ok,384,-0.19049196364530824,28.630735294117642,0.6981074530439706,2019-07-13T10:07:59Z,-8.193309312151335,exp_zhao18
WAY,C,2019-07-13,3,NEE,4,ok,385,-0.17904863056487363,29.174423076923063,0.6981058900432692,2019-07-13T10:11:15Z,-7.687249959176246,exp_zhao18
WAY,C,2019-07-13,3,Reco,1,ok,386,0.11722658636078148,30.041323529411784,0.6979869903470588,2019-07-13T10:16:07Z,5.017745236212727,exp_zhao18
WAY,C,2019-07-13,5,NEE,1,ok,387,-0.17386934766992054,31.081641791044774,0.697539712201791,2019-07-13T10:24:41Z,-7.4120699820299345,exp_zhao18
WAY,C,2019-07-13,5,NEE,2,ok,388,-0.25361249431960153,31.439999999999998,0.69754505189875,2019-07-13T10:27:49Z,-10.798891969172614,exp_zhao18
WAY,C,2019-07-13,5,NEE,3,zero,389,0,31.88941176470587,0.6974659528989706,2019-07-13T10:31:35Z,0,exp_zhao18
WAY,C,2019-07-13,5,NEE,4,ok,390,-0.05016269698616968,32.29649122807018,0.6973877068901755,2019-07-13T10:35:00Z,-2.12947210260479,exp_zhao18
WAY,C,2019-07-13,5,Reco,1,ok,391,0.10602883986339484,32.86206896551721,0.6973208671663793,2019-07-13T10:39:49Z,4.492313389489368,exp_zhao18
WAY,C,2019-07-13,4,NEE,1,ok,392,-0.17275073830190646,33.89590163934429,0.6974004514562295,2019-07-13T10:50:36Z,-7.295427754847134,exp_zhao18
WAY,C,2019-07-13,4,Reco,1,ok,393,0.07788903553182797,34.2020588235294,0.6972990467526471,2019-07-13T10:54:12Z,3.28557360376764,exp_zhao18
WAY,B,2019-07-13,1,NEE,1,zero,394,0,33.06585714285711,0.7010708353880001,2019-07-13T11:39:03Z,0,exp_zhao18
WAY,B,2019-07-13,1,NEE,2,ok,395,-0.11040719844330367,33.21957142857144,0.7011032628678572,2019-07-13T11:42:24Z,-4.697704326620807,exp_zhao18
WAY,B,2019-07-13,1,NEE,3,ok,396,-0.20717811878001835,33.24000000000001,0.7010666057167144,2019-07-13T11:47:04Z,-8.814151458260987,exp_zhao18
WAY,B,2019-07-13,1,NEE,4,zero,397,0,33.36400000000003,0.7010440474698573,2019-07-13T11:50:38Z,0,exp_zhao18
WAY,B,2019-07-13,1,Reco,1,ok,398,0.14853777229700932,33.774,0.7009312562355715,2019-07-13T11:56:42Z,6.30715367955314,exp_zhao18
WAY,B,2019-07-13,2,NEE,1,ok,399,-0.2699309870761115,34.36314285714286,0.7007578397128572,2019-07-13T12:05:31Z,-11.43691664107934,exp_zhao18
WAY,B,2019-07-13,2,NEE,2,ok,400,-0.24897521757501895,34.491967213114776,0.7007025997436065,2019-07-13T12:12:31Z,-10.543776689990795,exp_zhao18
WAY,B,2019-07-13,2,NEE,3,ok,401,-0.14240480195173338,34.60871428571431,0.700646458369,2019-07-13T12:18:22Z,-6.027887466380194,exp_zhao18
WAY,B,2019-07-13,2,NEE,4,ok,402,-0.10811678926151573,34.64871428571428,0.7005886528614285,2019-07-13T12:21:43Z,-4.5755295790754325,exp_zhao18
WAY,B,2019-07-13,2,Reco,1,ok,403,0.08767337102170278,34.73414285714284,0.7005787836284285,2019-07-13T12:26:09Z,3.709277236605148,exp_zhao18
WAY,B,2019-07-13,3,NEE,1,zero,404,0,34.61442857142856,0.7001163395678571,2019-07-13T12:34:50Z,0,exp_zhao18
WAY,B,2019-07-13,3,Reco,1,ok,405,0.05151923613965813,34.53857142857146,0.7001008307731428,2019-07-13T12:38:56Z,2.1795687501744108,exp_zhao18
WAY,B,2019-07-13,4,NEE,1,zero,406,0,34.29714285714283,0.6998857217763265,2019-07-13T12:54:13Z,0,exp_zhao18
WAY,B,2019-07-13,4,Reco,1,ok,407,0.036822464893239745,34.12619999999998,0.6998016520242,2019-07-13T13:01:45Z,1.559232313350154,exp_zhao18
WAY,B,2019-07-13,5,NEE,1,ok,408,-0.3670788458605533,34.04649999999998,0.6996595350689999,2019-07-13T13:08:46Z,-15.544679817982326,exp_zhao18
WAY,B,2019-07-13,5,Reco,1,ok,409,0.06471759092644133,33.971714285714256,0.69959045043799994,2019-07-13T13:12:40Z,2.740991076244851,exp_zhao18
TRE,B,2019-07-14,1,NEE,1,ok,410,-0.255347227504684,19.08785714285716,0.6571485188667143,2019-07-14T09:54:28Z,-10.676038594507329,exp_zhao18
TRE,B,2019-07-14,1,NEE,2,zero,411,0,20.024285714285725,0.6570596957697142,2019-07-14T09:57:48Z,0,exp_zhao18
TRE,B,2019-07-14,1,NEE,3,ok,412,-0.25967808473298243,20.987142857142885,0.657014579276,2019-07-14T10:01:16Z,-10.784806718710598,exp_zhao18
TRE,B,2019-07-14,1,NEE,4,ok,413,-0.2985350860891073,22.062714285714264,0.6570131693855714,2019-07-14T10:05:13Z,-12.353394955568255,exp_zhao18
TRE,B,2019-07-14,1,Reco,1,discard,414,NA,24.136666666666656,0.6569253906518518,2019-07-14T10:13:34Z,NA,exp_zhao18
TRE,B,2019-07-14,3,NEE,1,ok,415,-0.06043166152577478,26.69799999999998,0.6566339088602857,2019-07-14T10:31:41Z,-2.460586372568338,exp_zhao18
TRE,B,2019-07-14,3,Reco,1,ok,416,0.046100214752929636,26.829999999999984,0.6566169901751429,2019-07-14T10:35:15Z,1.8761808267169513,exp_zhao18
TRE,B,2019-07-14,4,NEE,1,ok,417,-0.032565028051937006,26.988928571428573,0.65656306186625,2019-07-14T10:43:36Z,-1.3245169005635242,exp_zhao18
TRE,B,2019-07-14,4,Reco,1,ok,418,0.08238563783633901,27.143399999999986,0.6565270391658,2019-07-14T10:50:06Z,3.348962373896612,exp_zhao18
TRE,B,2019-07-14,5,NEE,1,ok,419,-0.09839147523957603,27.398000000000025,0.6564280648577143,2019-07-14T10:56:45Z,-3.9956064009570738,exp_zhao18
TRE,B,2019-07-14,5,Reco,1,ok,420,0.04198046786749525,27.527857142857158,0.656422425296,2019-07-14T11:00:12Z,1.7040454226672406,exp_zhao18
ACJ,C,2019-11-20,1,NEE,1,ok,421,-0.23479012101276864,23.36714285714288,0.6677071882862857,2019-11-20T12:16:45Z,-9.830327672110048,exp_zhao18
ACJ,C,2019-11-20,1,Reco,1,ok,422,-0.007272517675323255,23.46085714285715,0.667604266285,2019-11-20T12:23:58Z,-0.3043468243742997,exp_zhao18
ACJ,C,2019-11-20,2,NEE,1,ok,423,-0.08944531231576569,23.36828571428572,0.6675098036262856,2019-11-20T12:31:46Z,-3.7438262271648473,exp_zhao18
ACJ,C,2019-11-20,2,Reco,1,ok,424,0.08002768084827228,23.408863636363662,0.6674584707974999,2019-11-20T12:35:11Z,3.3489256161496517,exp_zhao18
ACJ,C,2019-11-20,3,NEE,1,ok,425,-0.5209920217539104,23.956888888888898,0.6671820824288888,2019-11-20T12:47:41Z,-21.75277437551328,exp_zhao18
ACJ,C,2019-11-20,3,Reco,1,ok,426,0.10058659617418714,24.227575757575778,0.6671765995216666,2019-11-20T12:50:56Z,4.195895181244182,exp_zhao18
ACJ,C,2019-11-20,4,NEE,1,ok,427,-0.133965276749208,24.684571428571417,0.6669218793175713,2019-11-20T12:57:25Z,-5.577557203457177,exp_zhao18
ACJ,C,2019-11-20,4,Reco,1,ok,428,0.12791673204589069,25.066285714285698,0.6668499749057142,2019-11-20T13:03:49Z,5.318339627939565,exp_zhao18
ACJ,C,2019-11-20,5,NEE,1,ok,429,-0.3826043699016495,25.27819999999997,0.6667476168605999,2019-11-20T13:14:01Z,-15.893643533499253,exp_zhao18
ACJ,C,2019-11-20,5,Reco,1,ok,430,0.10685728401261822,25.43685714285715,0.6666610495882856,2019-11-20T13:18:44Z,4.43598894771811,exp_zhao18
TRE,C,2019-11-21,1,NEE,1,ok,431,-0.18214664018816706,19.213714285714275,0.6497621029114286,2019-11-21T09:32:29Z,-7.526689520402758,exp_zhao18
TRE,C,2019-11-21,1,Reco,1,ok,432,0.20168872536957316,19.54442857142857,0.649731085322,2019-11-21T09:35:42Z,8.32439616869799,exp_zhao18
TRE,C,2019-11-21,2,NEE,1,ok,433,-0.26101510887759355,20.053428571428583,0.649681739157,2019-11-21T09:44:12Z,-10.7534839828477,exp_zhao18
TRE,C,2019-11-21,2,Reco,1,ok,434,0.13842759687066286,20.22800000000001,0.6496760995952857,2019-11-21T09:47:26Z,5.699594461384508,exp_zhao18
TRE,C,2019-11-21,3,NEE,1,ok,435,-0.3959370325492408,21.138428571428562,0.649622523759,2019-11-21T09:56:25Z,-16.250470586336487,exp_zhao18
TRE,C,2019-11-21,3,Reco,1,ok,436,0.1740523403466338,21.595571428571418,0.649556258908857,2019-11-21T09:59:28Z,7.131834891449232,exp_zhao18
TRE,C,2019-11-21,4,NEE,1,ok,437,-0.0029803659011672368,22.654999999999973,0.6494293687702857,2019-11-21T10:08:06Z,-0.12166003290280997,exp_zhao18
TRE,C,2019-11-21,4,Reco,1,ok,438,0.18446312429298506,23.133142857142843,0.6494166797564285,2019-11-21T10:11:27Z,7.517578744526582,exp_zhao18
TRE,C,2019-11-21,5,NEE,1,zero,439,0,24.07499999999999,0.6492799203848572,2019-11-21T10:19:23Z,0,exp_zhao18
TRE,C,2019-11-21,5,Reco,1,ok,440,0.007711797411802251,24.293124999999975,0.649241324634375,2019-11-21T10:22:19Z,0.312975081920716,exp_zhao18
ACJ,NB,2019-11-23,1,NEE,1,zero,441,0,16.22733333333332,0.6728300251585,2019-11-23T09:41:14Z,0,exp_zhao18
ACJ,NB,2019-11-23,1,Reco,1,ok,442,0.20296798632966723,16.434000000000026,0.6727616454727143,2019-11-23T09:43:56Z,8.76730538287682,exp_zhao18
ACJ,NB,2019-11-23,2,NEE,1,ok,443,-0.002367037427350605,17.4349230769231,0.6727582834263077,2019-11-23T09:55:09Z,-0.10189269076780794,exp_zhao18
ACJ,NB,2019-11-23,2,Reco,1,ok,444,0.10525455478235007,17.696515151515143,0.6726405657916666,2019-11-23T09:58:40Z,4.525973627325747,exp_zhao18
ACJ,NB,2019-11-23,3,NEE,1,ok,445,-0.17685380138261442,18.215641025641048,0.6725831678048718,2019-11-23T10:08:17Z,-7.59056295350145,exp_zhao18
ACJ,NB,2019-11-23,3,Reco,1,ok,446,0.15617037962755068,18.46333333333331,0.6725912196266667,2019-11-23T10:11:30Z,6.697217632817172,exp_zhao18
ACJ,NB,2019-11-23,4,NEE,1,ok,447,-0.3399147244760252,18.898000000000025,0.672536191176,2019-11-23T10:20:30Z,-14.554032186637258,exp_zhao18
ACJ,NB,2019-11-23,4,Reco,1,ok,448,0.1826770046916414,19.039571428571435,0.6725741300457143,2019-11-23T10:23:01Z,7.818280698856953,exp_zhao18
ACJ,NB,2019-11-23,5,NEE,1,zero,449,0,20.38557142857144,0.6724430102358572,2019-11-23T10:38:48Z,0,exp_zhao18
ACJ,NB,2019-11-23,5,Reco,1,ok,450,0.12480563748475373,20.557000000000016,0.6724514695784286,2019-11-23T10:41:46Z,5.312913954515298,exp_zhao18
ACJ,B,2019-11-23,1,NEE,1,ok,451,-0.3400771700995324,19.44553846153849,0.6707555882990769,2019-11-23T11:11:38Z,-14.495259935047898,exp_zhao18
ACJ,B,2019-11-23,1,Reco,1,ok,452,0.3369341780574099,19.50999999999999,0.6707046153374285,2019-11-23T11:14:47Z,14.357040438971577,exp_zhao18
ACJ,B,2019-11-23,2,Reco,1,ok,453,0.19469090370743303,20.25728571428573,0.6705114603487143,2019-11-23T11:30:14Z,8.272426213155356,exp_zhao18
ACJ,B,2019-11-23,2,NEE,1,zero,454,0,20.41428571428571,0.6705030010061429,2019-11-23T11:33:43Z,0,exp_zhao18
ACJ,B,2019-11-23,3,NEE,1,ok,455,-0.0181817451152132,20.613076923076903,0.6703562639484615,2019-11-23T11:39:09Z,-0.7714289951703728,exp_zhao18
ACJ,B,2019-11-23,3,Reco,1,ok,456,0.08708633524443832,20.62828571428571,0.6702421712768571,2019-11-23T11:41:39Z,3.6941455470564377,exp_zhao18
ACJ,B,2019-11-23,4,NEE,1,ok,457,-0.08340698596419527,20.68342857142858,0.6700941327818571,2019-11-23T11:47:37Z,-3.5366246529254877,exp_zhao18
ACJ,B,2019-11-23,4,Reco,1,ok,458,0.06595906841607703,20.792714285714283,0.6700236382604285,2019-11-23T11:50:31Z,2.7954637663267925,exp_zhao18
ACJ,B,2019-11-23,5,NEE,1,zero,459,0,21.099272727272705,0.669910975198,2019-11-23T11:57:26Z,0,exp_zhao18
ACJ,B,2019-11-23,5,Reco,1,ok,460,0.08199679316854205,21.190428571428583,0.669814974477,2019-11-23T12:00:23Z,3.469394870532667,exp_zhao18
TRE,B,2019-11-24,1,NEE,1,ok,461,-0.20368926705679374,16.663142857142873,0.6562602878967143,2019-11-24T09:28:28Z,-8.575868701540088,exp_zhao18
TRE,B,2019-11-24,1,Reco,1,ok,462,0.10454631297046929,17.64685714285713,0.656165825238,2019-11-24T09:35:13Z,4.3861608070157585,exp_zhao18
TRE,B,2019-11-24,2,NEE,1,ok,463,-0.0709297272875754,18.624666666666656,0.6561115444565,2019-11-24T09:42:52Z,-2.965584598290208,exp_zhao18
TRE,B,2019-11-24,2,Reco,1,ok,464,0.08554934872406184,19.071285714285693,0.65610660984,2019-11-24T09:46:20Z,3.5713400420251356,exp_zhao18
TRE,B,2019-11-24,3,NEE,1,ok,465,-0.18063265602521472,19.9002857142857,0.6559613911258572,2019-11-24T09:52:33Z,-7.517688502190537,exp_zhao18
TRE,B,2019-11-24,3,Reco,1,ok,466,0.08565901768674211,20.329857142857122,0.6560050977291428,2019-11-24T09:56:22Z,3.5600322698525315,exp_zhao18
TRE,B,2019-11-24,4,NEE,1,ok,467,-0.04881118976369505,20.864571428571423,0.655978309811,2019-11-24T10:03:10Z,-2.024845765327286,exp_zhao18
TRE,B,2019-11-24,4,Reco,1,ok,468,0.1514071141509773,21.07499999999999,0.6559571614545714,2019-11-24T10:06:41Z,6.276161606624041,exp_zhao18
TRE,B,2019-11-24,5,NEE,1,ok,469,-0.10773638855072973,21.489142857142838,0.6559162746321429,2019-11-24T10:13:42Z,-4.459357674031814,exp_zhao18
TRE,B,2019-11-24,5,Reco,1,ok,470,0.09583940737045155,21.640735294117633,0.6559280928313235,2019-11-24T10:16:41Z,3.9649567160469243,exp_zhao18
PIL,C,2019-11-25,1,NEE,1,ok,471,-0.25748015349969267,23.858000000000004,0.6518120835945715,2019-11-25T09:12:03Z,-10.506303664250028,exp_zhao18
PIL,C,2019-11-25,1,Reco,1,ok,472,0.16117066460224472,24.57642857142855,0.6518078539232858,2019-11-25T09:15:16Z,6.560548158474267,exp_zhao18
PIL,C,2019-11-25,2,NEE,1,ok,473,-0.25479415637655833,26.09114285714287,0.651741589073143,2019-11-25T09:20:53Z,-10.317999999283256,exp_zhao18
PIL,C,2019-11-25,2,Reco,1,ok,474,0.13235281107199215,28.887571428571448,0.6515202362758572,2019-11-25T09:39:36Z,5.308258200878154,exp_zhao18
PIL,C,2019-11-25,3,NEE,1,zero,475,0,29.055428571428592,0.6512918340264285,2019-11-25T09:47:18Z,0,exp_zhao18
PIL,C,2019-11-25,3,Reco,1,ok,476,0.04866428074265567,29.04575757575759,0.65131554582,2019-11-25T09:50:10Z,1.9501378862791932,exp_zhao18
PIL,C,2019-11-25,4,NEE,1,ok,477,-0.0721734001416918,29.088571428571413,0.6510592021057142,2019-11-25T09:57:13Z,-2.8906778136189293,exp_zhao18
PIL,C,2019-11-25,4,Reco,1,ok,478,0.0718208647719058,29.109285714285704,0.6510606119961427,2019-11-25T10:00:00Z,2.876367215718311,exp_zhao18
PIL,C,2019-11-25,5,NEE,1,zero,479,0,29.052461538461557,0.6507316737138461,2019-11-25T10:06:47Z,0,exp_zhao18
PIL,C,2019-11-25,5,Reco,1,ok,480,0.10192144392742125,28.95685714285713,0.6507194185124285,2019-11-25T10:09:50Z,4.081790226695836,exp_zhao18
PIL,B,2019-11-25,1,NEE,1,ok,481,-0.38761234215921,28.377428571428595,0.6499693568044286,2019-11-25T10:20:12Z,-15.535154790476716,exp_zhao18
PIL,B,2019-11-25,1,Reco,1,ok,482,0.14302396254807548,28.478999999999985,0.6499961447225714,2019-11-25T10:23:04Z,5.730577923503514,exp_zhao18
PIL,B,2019-11-25,2,NEE,1,ok,483,-0.06345862898773552,28.648000000000025,0.6497886558478333,2019-11-25T10:28:52Z,-2.540378230055893,exp_zhao18
PIL,B,2019-11-25,2,Reco,1,ok,484,0.16554267245302057,28.61642857142857,0.6497296754315713,2019-11-25T10:31:47Z,6.627102253953233,exp_zhao18
PIL,B,2019-11-25,3,NEE,1,zero,485,0,28.530681818181847,0.649534597865,2019-11-25T10:39:10Z,0,exp_zhao18
PIL,B,2019-11-25,3,Reco,1,ok,486,0.06839376466958225,28.413857142857125,0.6494956336204285,2019-11-25T10:42:28Z,2.7388319510488324,exp_zhao18
PIL,B,2019-11-25,4,Reco,1,ok,487,0.07259914276495652,28.148428571428553,0.6492926093987142,2019-11-25T10:55:44Z,2.908888101926021,exp_zhao18
PIL,B,2019-11-25,4,NEE,1,ok,488,0.005690600551861921,27.63771428571431,0.6493081181934285,2019-11-25T11:06:47Z,0.22840245660345218,exp_zhao18
PIL,B,2019-11-25,5,Reco,1,ok,489,0.19188110982875944,27.18942857142855,0.6491417511228571,2019-11-25T11:16:04Z,7.711011379187899,exp_zhao18
PIL,B,2019-11-25,5,NEE,1,ok,490,-0.14922964445300035,25.739142857142838,0.6489302675585714,2019-11-25T11:42:16Z,-6.024138185923253,exp_zhao18
WAY,B,2019-11-26,1,NEE,1,ok,491,-0.07747528788249679,20.379777777777804,0.6992329648871111,2019-11-26T08:42:04Z,-3.4315067476295322,exp_zhao18
WAY,B,2019-11-26,1,Reco,1,ok,492,0.2235132798134769,21.574285714285736,0.6992464371734285,2019-11-26T08:45:25Z,9.859833914801793,exp_zhao18
WAY,B,2019-11-26,2,NEE,1,discard,493,NA,23.516285714285686,0.6989997063484286,2019-11-26T08:53:25Z,NA,exp_zhao18
WAY,B,2019-11-26,2,Reco,1,ok,494,0.19695225115029175,24.325652173913056,0.698947663001739,2019-11-26T08:56:46Z,8.604113102159417,exp_zhao18
WAY,B,2019-11-26,3,NEE,1,ok,495,-0.2906428576713256,26.057999999999993,0.6986809626584615,2019-11-26T09:03:03Z,-12.618777810281333,exp_zhao18
WAY,B,2019-11-26,3,Reco,1,ok,496,0.26683921197778215,26.794714285714292,0.69864300407,2019-11-26T09:06:13Z,11.556216794596244,exp_zhao18
WAY,B,2019-11-26,4,NEE,1,ok,497,-0.17499999317819842,28.307428571428545,0.6983976831354285,2019-11-26T09:13:22Z,-7.538184471306432,exp_zhao18
WAY,B,2019-11-26,4,Reco,1,ok,498,0.11936533101615865,28.92028571428574,0.6983314182852857,2019-11-26T09:16:20Z,5.130783762893271,exp_zhao18
WAY,B,2019-11-26,5,NEE,1,ok,499,-0.19604416283538925,30.29385714285712,0.6980875072411429,2019-11-26T09:22:42Z,-8.385662156111184,exp_zhao18
WAY,B,2019-11-26,5,Reco,1,ok,500,0.21808665246576625,30.873548387096776,0.6980444828429032,2019-11-26T09:25:47Z,9.310154570644272,exp_zhao18
WAY,C,2019-11-26,1,NEE,1,ok,501,-0.3297198208114346,32.76214285714286,0.6949674197227143,2019-11-26T09:55:43Z,-13.927228912873197,exp_zhao18
WAY,C,2019-11-26,1,Reco,1,ok,502,0.22051787731066574,33.29314285714287,0.6949152537768571,2019-11-26T09:59:16Z,9.297745834737716,exp_zhao18
WAY,C,2019-11-26,2,NEE,1,ok,503,-0.3471664309991025,34.48382978723407,0.6947772045055319,2019-11-26T10:06:32Z,-14.578106653826456,exp_zhao18
WAY,C,2019-11-26,2,Reco,1,ok,504,0.09705277038374452,36.467714285714294,0.6945937987591428,2019-11-26T10:21:34Z,4.0482280341845955,exp_zhao18
WAY,C,2019-11-26,3,NEE,1,ok,505,-0.4279515396059643,36.72142857142859,0.6944612690588572,2019-11-26T10:30:16Z,-17.832532250234713,exp_zhao18
WAY,C,2019-11-26,3,Reco,1,ok,506,0.21284291674057076,36.88900000000001,0.6944697284014286,2019-11-26T10:33:36Z,8.864375072469553,exp_zhao18
WAY,C,2019-11-26,4,NEE,1,zero,507,0,37.50599999999997,0.694214410062,2019-11-26T10:44:10Z,0,exp_zhao18
WAY,C,2019-11-26,4,Reco,1,ok,508,0.1338326427077907,37.65100000000001,0.6942201777955714,2019-11-26T10:47:08Z,5.55813138377961,exp_zhao18
WAY,C,2019-11-26,5,NEE,1,ok,509,-0.2527269760449615,37.58757142857144,0.6941130261230001,2019-11-26T10:53:09Z,-10.496389983525281,exp_zhao18
WAY,C,2019-11-26,5,Reco,1,ok,510,0.12778904153798593,37.475714285714275,0.6940978698008928,2019-11-26T10:56:24Z,5.309197109617425,exp_zhao18
QUE,B,2019-11-27,1,NEE,1,zero,511,0,20.189076923076925,0.6353660371046155,2019-11-27T10:03:35Z,0,exp_zhao18
QUE,B,2019-11-27,1,NEE,2,ok,512,-0.20746979689973344,20.658571428571406,0.6353502029505714,2019-11-27T10:06:21Z,-8.341718363637073,exp_zhao18
QUE,B,2019-11-27,1,NEE,3,zero,513,0,21.417142857142835,0.6353135457994287,2019-11-27T10:11:07Z,0,exp_zhao18
QUE,B,2019-11-27,1,NEE,4,ok,514,-0.07516160145344927,21.791571428571444,0.6353375139367143,2019-11-27T10:13:50Z,-3.0103463409761817,exp_zhao18
QUE,B,2019-11-27,1,Reco,1,ok,515,0.09101391745157728,22.19485714285713,0.6353163655802858,2019-11-27T10:17:16Z,3.6401591143494976,exp_zhao18
QUE,B,2019-11-27,2,NEE,1,zero,516,0,24.415918367346933,0.6351274402628571,2019-11-27T10:46:46Z,0,exp_zhao18
QUE,B,2019-11-27,2,Reco,1,ok,517,0.01280213958294546,24.531200000000013,0.6351186989422,2019-11-27T10:49:51Z,0.5078529497246432,exp_zhao18
QUE,B,2019-11-27,3,NEE,1,ok,518,0.024410460815975425,25.009142857142876,0.6346974236821428,2019-11-27T10:57:48Z,0.9661543463291689,exp_zhao18
QUE,B,2019-11-27,3,Reco,1,ok,519,0.03686112724048048,25.038999999999987,0.6347580489705713,2019-11-27T11:00:58Z,1.4589390200007797,exp_zhao18
QUE,B,2019-11-27,4,NEE,1,zero,520,0,25.20085714285716,0.6345113181455714,2019-11-27T11:06:45Z,0,exp_zhao18
QUE,B,2019-11-27,4,Reco,1,ok,521,0.04664281383826001,25.32882352941175,0.6344886354966176,2019-11-27T11:10:00Z,1.8435163579881295,exp_zhao18
QUE,B,2019-11-27,5,NEE,1,ok,522,-0.19175462641939484,25.68885714285716,0.6343195730472857,2019-11-27T11:16:00Z,-7.567785713061825,exp_zhao18
QUE,B,2019-11-27,5,NEE,2,ok,523,-0.1663596341639022,25.898571428571415,0.634285735677,2019-11-27T11:19:35Z,-6.560593041533518,exp_zhao18
QUE,B,2019-11-27,5,NEE,3,ok,524,-0.05760587441443299,26.117428571428547,0.6342885554578571,2019-11-27T11:22:27Z,-2.2701059469100056,exp_zhao18
QUE,B,2019-11-27,5,NEE,4,ok,525,-0.028244140844954718,26.363800000000026,0.6342956049099999,2019-11-27T11:25:05Z,-1.1121289938169405,exp_zhao18
QUE,B,2019-11-27,5,Reco,1,ok,526,0.019702001814790555,26.631428571428557,0.6343040642525714,2019-11-27T11:28:15Z,0.7750952112257317,exp_zhao18
WAY,B,2020-03-12,1,NEE,1,start_error,527,NA,-66.19299999999998,0.700478681408,2020-03-12T09:13:37Z,NA,exp_zhao18
WAY,B,2020-03-12,1,Reco,1,start_error,528,NA,-66.20685714285713,0.7004829110792856,2020-03-12T09:18:56Z,NA,exp_zhao18
WAY,B,2020-03-12,2,NEE,1,start_error,529,NA,-66.233,0.7003517912694285,2020-03-12T09:31:02Z,NA,exp_zhao18
WAY,B,2020-03-12,2,Reco,1,start_error,530,NA,-66.21185714285713,0.700323593460857,2020-03-12T09:38:34Z,NA,exp_zhao18
WAY,B,2020-03-12,3,NEE,1,start_error,531,NA,-66.22757142857142,0.7000684032932857,2020-03-12T09:46:54Z,NA,exp_zhao18
WAY,B,2020-03-12,3,Reco,1,start_error,532,NA,-66.21285714285716,0.7001036505539999,2020-03-12T09:50:30Z,NA,exp_zhao18
WAY,B,2020-03-12,4,NEE,1,start_error,533,NA,-66.19968749999998,0.6998273120299999,2020-03-12T09:58:28Z,NA,exp_zhao18
